1.300439e-002	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
1.411481e-004	4.326169e-007	0.000000e+000	0.000000e+000	0.000000e+000	
1.532004e-006	4.759555e-009	3.770407e-009	0.000000e+000	0.000000e+000	
1.662818e-008	5.166909e-011	1.357419e-010	6.887807e-011	0.000000e+000	
7.997641e-009	1.352779e-009	5.556967e-012	7.863806e-014	6.983458e-014	
3.846618e-009	1.124403e-009	1.724516e-011	1.140181e-015	1.220097e-015	
1.850104e-009	7.098232e-010	1.479017e-011	3.354131e-015	2.107966e-017	
8.898430e-010	4.017035e-010	9.477952e-012	2.878446e-015	3.744932e-018	
1.485383e-040	8.849757e-041	2.271330e-041	1.993737e-033	3.999240e-018	
2.479495e-071	1.792554e-071	8.137081e-072	1.634019e-054	8.765470e-020	
4.138931e-102	3.455864e-102	2.185420e-102	1.339203e-075	1.921202e-021	
1.990698e-102	1.565064e-102	1.225272e-103	1.015775e-078	3.137236e-023	
9.574641e-103	7.181055e-103	2.414736e-104	7.704577e-082	5.122965e-025	
4.605107e-103	3.330276e-103	9.920492e-105	5.843861e-085	8.365572e-027	
2.214914e-103	1.557667e-103	4.554522e-105	4.432523e-088	1.366060e-028	
1.065305e-103	7.334591e-104	2.127190e-105	3.362034e-091	2.230715e-030	
5.123789e-104	3.471590e-104	1.001001e-105	2.550077e-094	3.642657e-032	
2.464384e-104	1.649705e-104	4.735806e-106	1.934213e-097	5.948295e-034	
1.185293e-104	7.863140e-105	2.249705e-106	1.467086e-100	9.713298e-036	
5.700891e-105	3.756443e-105	1.072024e-106	1.112774e-103	1.586138e-037	
2.741952e-105	1.797641e-105	5.120375e-107	8.442385e-107	2.590092e-039	
1.318794e-105	8.613661e-106	2.449995e-107	7.399124e-110	4.229503e-041	
6.342993e-106	4.131332e-106	1.173824e-107	4.820061e-111	6.906588e-043	
4.055146e-108	4.418773e-107	6.071252e-108	2.925372e-111	4.764511e-050	
1.789050e-112	2.918320e-109	5.716789e-108	1.021584e-109	3.072128e-052	
7.892929e-117	1.888646e-111	1.548885e-108	1.027063e-109	1.980890e-054	
3.482203e-121	1.222106e-113	4.124867e-109	3.274218e-110	1.277266e-056	
1.536278e-125	7.908001e-116	1.098046e-109	9.072771e-111	8.235738e-059	
6.777753e-130	5.117108e-118	2.922988e-110	2.438559e-111	5.310355e-061	
2.990209e-134	3.311177e-120	7.780962e-111	6.506745e-112	3.424086e-063	
1.319221e-138	2.142596e-122	2.071284e-111	1.733093e-112	2.207830e-065	
1.126436e-143	1.653608e-124	3.227509e-112	3.440327e-112	3.519072e-066	
9.618246e-149	1.276217e-126	5.029159e-113	2.084670e-112	5.609066e-067	
8.212685e-154	9.849561e-129	7.836519e-114	1.081282e-112	8.940318e-068	
7.012524e-159	7.601671e-131	1.221100e-114	5.379897e-113	1.425002e-068	
5.987749e-164	5.866800e-133	1.902738e-115	2.643224e-113	2.271318e-069	
5.112730e-169	4.527865e-135	2.964878e-116	1.293525e-113	3.620264e-070	
4.365582e-174	3.494505e-137	4.619923e-117	6.322228e-114	5.770358e-071	
3.727618e-179	2.696981e-139	7.198842e-118	3.088814e-114	9.197402e-072	
3.182882e-184	2.081470e-141	1.121736e-118	1.508891e-114	1.465978e-072	
2.717752e-189	1.606432e-143	1.747907e-119	7.370661e-115	2.336630e-073	
2.320593e-194	1.239808e-145	2.723619e-120	3.600388e-115	3.724367e-074	
1.981474e-199	9.568563e-148	4.243988e-121	1.758694e-115	5.936287e-075	
1.691911e-204	7.384803e-150	6.613054e-122	8.590746e-116	9.461877e-076	
1.313247e-210	1.065955e-152	3.251919e-123	2.189864e-117	7.497202e-077	
1.019332e-216	1.538647e-155	1.599106e-124	5.582174e-119	5.940474e-078	
2.878098e-219	8.559929e-159	1.479611e-125	1.908367e-120	2.251548e-078	
2.233956e-225	1.235578e-161	7.275873e-127	4.864620e-122	1.784034e-079	
6.307606e-228	6.873872e-165	6.732175e-128	1.663064e-123	6.761816e-080	
1.780962e-230	3.824130e-168	6.229105e-129	5.685539e-125	2.562852e-080	
5.028570e-233	2.127473e-171	5.763628e-130	1.943758e-126	9.713678e-081	
1.419824e-235	1.183574e-174	5.332934e-131	6.645588e-128	3.681662e-081	
4.008893e-238	6.584557e-178	4.934425e-132	2.272381e-129	1.395417e-081	
1.131917e-240	3.663176e-181	4.565694e-133	7.772863e-131	5.288886e-082	
3.195983e-243	2.037929e-184	4.224517e-134	2.661294e-132	2.004585e-082	
9.023905e-246	1.133758e-187	3.908835e-135	9.135132e-134	7.597743e-083	
1.506328e-276	3.429997e-218	1.748384e-148	6.676786e-144	5.892793e-084	
1.169199e-282	4.951008e-221	8.597543e-150	1.701988e-145	4.669206e-085	
9.075225e-289	7.146504e-224	4.227776e-151	4.338586e-147	3.699687e-086	
