1.031355e-050	1.470657e-049	3.377257e-049	9.823942e-050	5.119242e-056	
8.596838e-050	1.248854e-048	2.915882e-048	9.616353e-049	1.623966e-054	
7.005004e-049	1.043244e-047	2.487882e-047	9.413148e-048	5.151674e-053	
5.524162e-048	8.526575e-047	2.091121e-046	9.214231e-047	1.634255e-051	
4.126579e-047	6.756414e-046	1.723594e-045	9.019500e-046	5.184312e-050	
2.742803e-046	5.094895e-045	1.383422e-044	8.828826e-045	1.644608e-048	
1.256217e-045	3.466184e-044	1.068845e-043	8.641998e-044	5.217156e-047	
6.785584e-045	1.764953e-043	5.159407e-043	3.502273e-043	2.220475e-046	
4.142699e-044	9.488044e-043	2.606468e-042	1.419331e-042	9.450573e-046	
3.736378e-043	5.677452e-042	1.377400e-041	5.751951e-042	4.022261e-045	
2.875574e-042	4.557947e-041	1.143626e-040	5.629755e-041	1.275974e-043	
2.088454e-041	3.525407e-040	9.272458e-040	5.508722e-040	4.047744e-042	
1.383322e-040	2.579193e-039	7.272567e-039	5.385750e-039	1.284057e-040	
7.846051e-040	1.726900e-038	5.429777e-038	5.251107e-038	4.073387e-039	
3.389922e-039	9.944003e-038	3.745898e-037	5.074047e-037	1.292192e-037	
8.537399e-039	4.382324e-037	2.248647e-036	4.757141e-036	4.099194e-036	
2.030346e-038	1.224102e-036	6.938454e-036	1.652661e-035	1.744659e-035	
3.528062e-038	2.923537e-036	1.958539e-035	5.526058e-035	7.425450e-035	
2.700794e-038	5.112841e-036	4.754688e-035	1.740817e-034	3.160348e-034	
5.579679e-038	3.880473e-036	8.523953e-035	4.932171e-034	1.345077e-033	
2.394927e-038	8.103925e-036	6.256670e-035	1.095278e-033	5.724786e-033	
8.732641e-038	2.955078e-035	2.281516e-034	3.994002e-033	2.087580e-032	
3.183772e-037	1.077514e-034	8.319501e-034	1.456439e-032	7.612497e-032	
1.160314e-036	3.928451e-034	3.033555e-033	5.310998e-032	2.775946e-031	
4.224189e-036	1.431728e-033	1.105992e-032	1.936690e-031	1.012267e-030	
1.533120e-035	5.212481e-033	4.030844e-032	7.062264e-031	3.691296e-030	
5.515332e-035	1.892011e-032	1.467552e-031	2.575299e-030	1.346055e-029	
1.933808e-034	6.808499e-032	5.327351e-031	9.390951e-030	4.908477e-029	
6.275660e-034	2.389303e-031	1.917564e-030	3.424353e-029	1.789908e-028	
1.563957e-033	7.773322e-031	6.734225e-030	1.248392e-028	6.527015e-028	
4.278719e-034	1.951486e-030	2.195553e-029	4.543581e-028	2.380118e-027	
1.010832e-035	5.343337e-031	5.547073e-029	1.632921e-027	8.679255e-027	
1.192956e-036	1.261950e-032	1.519913e-029	5.301187e-027	3.164947e-026	
2.105251e-035	2.226970e-031	2.682198e-028	9.355031e-026	5.585197e-025	
3.721255e-034	3.930012e-030	4.733289e-027	1.650887e-024	9.856224e-024	
7.573955e-033	6.946684e-029	8.352995e-026	2.913328e-023	1.739333e-022	
1.545743e-030	1.413449e-027	1.476399e-024	5.141231e-022	3.069409e-021	
3.157406e-028	2.884659e-025	2.993585e-023	9.084133e-021	5.416600e-020	
1.291001e-027	5.894272e-023	6.109478e-021	1.798384e-019	9.558701e-019	
1.755249e-027	1.605117e-024	1.676609e-021	5.838418e-019	3.485642e-018	
3.579785e-025	3.275640e-022	3.399526e-020	1.031601e-017	6.151130e-017	
1.264222e-024	6.682778e-020	6.937585e-018	2.042254e-016	1.085493e-015	
1.491999e-025	1.578290e-021	1.900917e-018	6.630063e-016	3.958320e-015	
2.632746e-024	2.785214e-020	3.354558e-017	1.170010e-014	6.985266e-014	
4.615545e-023	4.914722e-019	5.919800e-016	2.064723e-013	1.232693e-012	
5.021557e-022	8.616240e-018	1.044596e-014	3.643625e-012	2.175340e-011	
1.809523e-018	9.318971e-017	1.831566e-013	6.429560e-011	3.838833e-010	
7.302104e-014	3.154600e-013	1.854309e-012	1.128415e-009	6.774407e-009	
9.871825e-012	7.863624e-011	2.788114e-010	1.294614e-008	7.634519e-008	
3.914643e-009	2.542435e-009	1.555924e-007	6.968276e-007	8.603836e-007	
8.705202e-009	6.523413e-009	5.998844e-009	4.083590e-006	2.451774e-005	
3.317124e-006	2.664886e-006	5.234047e-007	4.604402e-005	2.763063e-004	
1.249812e-003	1.059913e-003	3.587621e-004	5.751091e-004	3.113876e-003	
4.717903e-001	3.965552e-001	2.688915e-001	1.415307e-001	3.509229e-002	
