4.540607,0.567448,1.164169,-1.056068,2.645488,-1.944993,-0.728910,-1.775390,-1.071337,-0.447587,-0.059095,0.239414,
-0.050494,0.361543,-0.072636,-0.946952,1.100650,-2.420201,1.125236,-0.688196,0.429032,0.223675,0.172640,0.094325,
2.420772,0.723483,1.884351,0.408269,1.055495,-0.735448,0.776015,-0.693572,0.010231,-0.324220,0.029077,0.024060,
4.156765,0.081983,0.141308,1.064506,4.601588,-1.241624,2.549158,0.900326,-0.662570,0.052815,-0.202539,0.147984,
-1.449922,-1.012921,2.395961,-0.924751,-0.740156,0.230115,1.080887,-0.836467,0.855439,-0.021022,0.241786,0.008645,
2.654719,2.537118,0.983370,2.804109,5.485591,-2.084841,1.945985,-0.834418,-0.658651,-0.200885,0.087662,0.142020,
2.091630,0.565642,1.973729,0.449692,1.762568,0.270067,1.782994,-0.123486,0.388887,0.136442,0.087038,0.015043,
2.924603,0.544135,1.088879,0.400470,1.861902,0.552121,2.535355,1.013398,0.811861,-0.186367,0.021074,0.020874,
3.474937,1.494507,0.757238,1.753471,3.753367,-3.586344,0.228637,-1.252410,-1.099913,-0.108029,0.136772,0.199320,
3.968087,0.083557,-0.376671,1.272104,2.438720,-3.401069,1.047695,-0.091235,0.207885,0.577554,0.225321,0.124190,
2.180930,0.644256,1.876457,0.502947,1.673723,-0.403027,1.394781,0.548621,0.310006,-0.264438,0.083557,0.019903,
5.144948,-1.417855,-1.858369,2.778439,2.982277,-1.163200,2.439435,1.272671,1.302987,-0.118147,-0.240253,-0.128464,
-0.994108,-0.928622,1.716742,-1.457854,-1.384385,-1.235896,0.523952,-0.368635,0.902062,-0.024288,0.337983,0.027092,
3.763922,1.797551,1.206118,4.815079,3.541165,-1.750342,0.980519,0.408280,0.589076,-0.454351,0.012650,0.092687,
3.944854,0.203227,0.479488,2.006736,3.970567,1.353513,2.002459,-0.231152,0.119685,0.129493,0.205699,0.103099,
3.726904,-0.784787,-1.388215,2.173949,5.166943,-0.250753,1.989931,1.139086,0.647579,0.060006,-0.361687,0.040844,
4.808663,-0.081653,-0.375909,-0.047490,2.108173,-2.428860,0.491988,-0.228155,-0.636707,0.114109,0.236977,0.185978,
2.114101,0.524027,1.807673,0.001059,0.870396,-0.960749,1.120481,0.127772,0.689836,0.110688,0.090124,0.020592,
2.626203,0.686967,2.093061,1.305288,2.388819,-0.711579,0.724834,-0.213454,0.527870,0.037795,0.055650,0.042927,
5.208693,-1.147337,-0.605806,1.032753,3.477022,-0.528697,1.838592,1.888177,0.328175,0.111222,-0.171249,-0.026064,
-2.036995,-2.063025,2.593735,0.828472,-1.176138,-1.470871,2.114616,-0.788507,0.321645,-0.209173,0.268019,0.056065,
2.735242,3.334040,0.577863,2.561714,6.873535,-0.485255,1.208498,-0.971287,0.497106,0.280329,-0.030149,-0.006249,
2.053620,0.594646,1.830183,0.815279,0.990610,0.049942,1.479154,-0.214852,0.819679,-0.129841,0.095909,0.005207,
4.004054,-0.172444,-0.360814,0.610885,3.275046,1.010832,1.906961,0.885788,1.241223,0.099589,-0.171721,-0.034095,
3.828298,1.569271,1.042385,1.850192,4.195892,-2.388266,0.523056,0.026011,0.004397,0.164425,-0.113063,0.135552,
3.485258,0.170083,0.428700,1.024466,2.614731,-2.167817,2.327249,0.329656,0.171604,0.492767,0.116398,0.094025,
2.128773,0.706216,1.981527,0.762736,1.701075,-0.184865,1.653356,0.608409,1.098719,0.192981,0.109739,0.023665,
3.984732,-0.693761,-0.683156,2.894617,3.360241,-0.263012,3.642776,0.797262,0.469293,-0.149578,0.052913,0.020800,
2.627155,-0.148542,0.577936,-1.192411,1.086596,0.451147,1.929739,-0.355838,-0.003846,-0.217316,-0.039596,0.023687,
3.303311,2.303243,1.786305,4.976203,4.998205,-0.300195,1.238335,-0.088208,0.430944,-0.158638,0.306271,-0.007576,
1.689607,1.310821,3.066991,2.048143,2.675564,0.653000,2.525462,0.472270,0.831575,0.098048,0.045486,0.114499,
3.889489,-0.800920,-2.664804,1.852746,5.496342,0.540110,1.932203,0.171631,1.365881,0.213902,-0.180892,-0.070052,
