1.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	
7.9878902300624144e-001	2.0121097699375848e-001	0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	
6.6555457693186515e-001	3.3444528284820951e-001	1.4021992532208966e-007	0.0000000000000000e+000	0.0000000000000000e+000	
5.7733193637319857e-001	4.2266667444224948e-001	1.3891165217503652e-006	6.8030104987056354e-011	0.0000000000000000e+000	
5.5370924536152433e-001	4.4627576926881724e-001	1.4985168715851397e-005	2.0094257058338937e-010	2.1941946179694535e-029	
5.4738553032877990e-001	4.5247581495099776e-001	1.3865423662572839e-004	4.8359654862989722e-010	1.0137214468700593e-027	
5.4178184933758788e-001	4.5784741278318491e-001	3.7072939468481666e-004	8.4845423869565406e-009	1.0249171281830974e-027	
5.3489238279942242e-001	4.6441994194842051e-001	6.8763033230587374e-004	4.4919851117202814e-008	1.7845548762493773e-027	
5.2642415454593183e-001	4.7245424399011876e-001	1.1214414387970459e-003	1.6002515243577646e-007	1.7338021484328537e-026	
5.1601878828176095e-001	4.8226371324977479e-001	1.7170186850396674e-003	4.7978342463971597e-007	2.3162112193520662e-025	
5.0323880934797438e-001	4.9422247610321302e-001	2.5374007458153899e-003	1.3138029972617120e-006	2.7162166030731759e-024	
4.8755168334253929e-001	5.0877328321944282e-001	3.6716195664626685e-003	3.4138715551294269e-006	2.9028072274894091e-023	
4.6831164386018409e-001	5.2643384709866958e-001	5.2459155977651164e-003	8.5934433811079623e-006	2.9343886969886517e-022	
4.4473972502602299e-001	5.4779948430028347e-001	7.4395759689259927e-003	2.1214704767568304e-005	2.8674475540312498e-021	
4.1590304416600365e-001	5.7353874905070090e-001	1.0506435271855078e-002	5.1771511440325518e-005	2.7442279647381058e-020	
3.8069536767809514e-001	6.0437758308428757e-001	1.4801481386412595e-002	1.2556785120457922e-004	2.5937135150729007e-019	
3.3782230764951182e-001	6.4106772545214907e-001	2.0806088097844760e-002	3.0387880049434496e-004	2.4348437987923918e-018	
